Elf 389: 13, 69, 97, 19, 95, 27, 43, 85, 94, 96
Elf 390: 37, 75, 72, 22, 24, 38, 98, 67, 67, 44
Elf 391: 100, 16, 72, 39, 42, 32, 86, 88, 86, 97
Elf 392: 53, 30, 78, 59, 24, 10, 3, 60, 8, 64
Elf 393: 29, 15, 51, 16, 10, 20, 7, 94, 100, 12
Elf 394: 51, 17, 47, 66, 54, 39, 8, 98, 50, 44
Elf 395: 67, 8, 68, 25, 30, 76, 98, 55, 9, 99
Elf 396: 10, 34, 96, 52, 13, 64, 97, 77, 35, 2
Elf 397: 9, 11, 50, 11, 82, 39, 4, 94, 97, 63
Elf 398: 12, 43, 100, 53, 6, 93, 80, 38, 76, 27
Elf 399: 84, 48, 79, 33, 56, 51, 65, 39, 46, 30
Elf 400: 44, 2, 85, 50, 52, 50, 75, 67, 64, 81
Elf 401: 25, 98, 75, 51, 31, 8, 68, 97, 56, 5
Elf 402: 10, 51, 84, 28, 38, 24, 13, 6, 59, 18
Elf 403: 46, 16, 39, 52, 40, 84, 13, 12, 47, 70
Elf 404: 52, 3, 42, 15, 98, 10, 9, 30, 31, 87
Elf 405: 63, 6, 1, 27, 72, 86, 28, 87, 49, 50
Elf 406: 36, 67, 76, 14, 60, 52, 93, 24, 44, 44
Elf 407: 74, 31, 3, 52, 58, 80, 9, 90, 21, 49
Elf 408: 10, 97, 88, 30, 89, 19, 79, 17, 23, 74
Elf 409: 5, 78, 40, 22, 76, 38, 37, 26, 35, 81
Elf 410: 8, 74, 85, 70, 12, 25, 80, 57, 8, 90
Elf 411: 77, 100, 22, 91, 60, 3, 93, 10, 74, 90
Elf 412: 44, 26, 5, 92, 51, 96, 17, 55, 45, 47
Elf 413: 24, 95, 39, 69, 93, 26, 63, 85, 1, 29
Elf 414: 20, 33, 35, 99, 88, 54, 13, 92, 34, 87
Elf 415: 77, 78, 90, 75, 33, 89, 28, 49, 75, 46
Elf 416: 31, 9, 80, 81, 81, 35, 34, 14, 25, 41
Elf 417: 100, 72, 43, 20, 57, 88, 76, 15, 19, 66
Elf 418: 23, 17, 17, 43, 15, 19, 7, 48, 70, 8
Elf 419: 16, 54, 54, 14, 66, 51, 21, 1, 87, 19
Elf 420: 60, 4, 56, 70, 76, 91, 49, 19, 18, 2
Elf 421: 81, 80, 77, 94, 36, 88, 17, 15, 58, 66
Elf 422: 97, 35, 28, 33, 51, 30, 44, 100, 39, 83
Elf 423: 30, 10, 65, 51, 49, 2, 22, 30, 43, 47
Elf 424: 100, 33, 82, 17, 47, 83, 47, 39, 57, 9
Elf 425: 29, 8, 34, 5, 61, 34, 96, 57, 3, 80
Elf 426: 19, 80, 20, 87, 68, 11, 62, 40, 25, 33
Elf 427: 20, 70, 18, 3, 61, 68, 93, 93, 31, 92
Elf 428: 81, 93, 41, 68, 76, 97, 36, 86, 94, 65
Elf 429: 99, 3, 65, 56, 19, 51, 49, 31, 9, 88
Elf 430: 46, 16, 77, 33, 18, 100, 27, 97, 43, 43
Elf 431: 73, 60, 60, 51, 13, 61, 81, 85, 15, 96
Elf 432: 61, 60, 94, 7, 56, 21, 55, 39, 51, 71
Elf 433: 43, 28, 59, 47, 6, 19, 46, 58, 45, 70
Elf 434: 2, 30, 32, 9, 54, 77, 98, 26, 8, 53
Elf 435: 79, 91, 58, 29, 97, 65, 84, 75, 70, 22
Elf 436: 27, 81, 14, 43, 62, 49, 26, 98, 15, 31
Elf 437: 28, 90, 95, 95, 24, 82, 37, 1, 3, 70
Elf 438: 62, 34, 28, 9, 3, 27, 72, 95, 97, 43
Elf 439: 89, 86, 22, 87, 4, 54, 92, 59, 70, 15
Elf 440: 9, 88, 69, 71, 10, 95, 45, 30, 98, 25
Elf 441: 35, 24, 4, 75, 46, 89, 2, 59, 92, 95
Elf 442: 3, 68, 48, 57, 52, 80, 31, 43, 48, 45
Elf 443: 10, 38, 87, 76, 81, 75, 69, 99, 87, 6
Elf 444: 4, 4, 68, 75, 84, 12, 57, 53, 85, 16
Elf 445: 95, 94, 24, 69, 79, 95, 13, 88, 66, 79
Elf 446: 33, 44, 58, 55, 3, 58, 79, 6, 77, 17
Elf 447: 47, 38, 42, 44, 11, 76, 61, 45, 64, 22
Elf 448: 95, 7, 22, 16, 91, 64, 23, 29, 4, 13
Elf 449: 61, 36, 55, 20, 98, 14, 22, 93, 15, 4
Elf 450: 78, 41, 34, 1, 33, 90, 90, 20, 2, 23
Elf 451: 16, 26, 83, 33, 68, 40, 39, 17, 57, 37
Elf 452: 58, 29, 55, 10, 100, 50, 62, 94, 54, 84
Elf 453: 66, 39, 25, 23, 64, 55, 79, 66, 39, 88
Elf 454: 39, 19, 49, 55, 94, 6, 22, 73, 5, 40
Elf 455: 11, 43, 47, 34, 43, 46, 10, 67, 45, 14
Elf 456: 91, 77, 89, 66, 10, 81, 45, 58, 12, 30
Elf 457: 91, 1, 85, 22, 62, 23, 13, 36, 21, 92
Elf 458: 12, 15, 44, 59, 33, 74, 5, 12, 13, 56
Elf 459: 56, 6, 99, 43, 75, 45, 26, 62, 87, 5
Elf 460: 5, 33, 48, 36, 67, 85, 5, 26, 24, 60
Elf 461: 80, 39, 93, 86, 45, 10, 31, 72, 97, 38
Elf 462: 86, 86, 13, 90, 4, 53, 60, 15, 83, 6
Elf 463: 75, 43, 89, 95, 69, 58, 22, 49, 9, 52
Elf 464: 66, 61, 30, 55, 42, 1, 97, 60, 60, 71
Elf 465: 72, 45, 80, 20, 45, 5, 18, 80, 83, 18
Elf 466: 45, 33, 13, 11, 24, 56, 71, 64, 49, 35
Elf 467: 97, 7, 58, 33, 36, 19, 86, 3, 72, 29
Elf 468: 78, 8, 18, 94, 81, 2, 31, 84, 93, 43
Elf 469: 44, 67, 71, 3, 95, 88, 82, 11, 52, 70
Elf 470: 47, 74, 43, 58, 29, 49, 43, 23, 6, 61
Elf 471: 48, 81, 64, 45, 16, 81, 93, 68, 31, 85
Elf 472: 88, 85, 66, 25, 22, 96, 22, 42, 100, 39
Elf 473: 17, 59, 29, 97, 82, 87, 59, 7, 68, 89
Elf 474: 21, 38, 3, 23, 96, 93, 58, 89, 57, 2
Elf 475: 34, 77, 71, 55, 2, 23, 40, 51, 60, 60
Elf 476: 96, 23, 64, 73, 38, 78, 65, 12, 93, 31
Elf 477: 53, 69, 13, 52, 53, 56, 29, 43, 14, 36
Elf 478: 16, 87, 40, 5, 48, 67, 17, 42, 30, 12
Elf 479: 93, 70, 33, 97, 15, 92, 33, 25, 32, 84
Elf 480: 89, 62, 1, 7, 78, 68, 92, 33, 93, 77
Elf 481: 79, 69, 66, 32, 27, 93, 90, 11, 1, 61
Elf 482: 58, 83, 72, 24, 90, 72, 26, 85, 73, 81
Elf 483: 55, 78, 81, 66, 6, 89, 98, 91, 23, 23
Elf 484: 63, 95, 12, 16, 49, 12, 9, 17, 59, 32
Elf 485: 100, 56, 3, 74, 18, 66, 70, 25, 85, 98
Elf 486: 97, 47, 66, 35, 46, 100, 97, 25, 91, 2
Elf 487: 5, 58, 99, 75, 65, 97, 11, 36, 97, 13
Elf 488: 60, 21, 72, 55, 94, 42, 35, 70, 6, 94
Elf 489: 53, 43, 54, 86, 71, 91, 4, 15, 77, 29
Elf 490: 69, 75, 69, 13, 18, 77, 66, 11, 100, 86
Elf 491: 78, 84, 95, 30, 67, 18, 19, 9, 77, 26
Elf 492: 95, 96, 9, 78, 59, 50, 19, 46, 64, 12
Elf 493: 84, 34, 96, 9, 82, 69, 14, 97, 61, 90
Elf 494: 40, 44, 57, 59, 99, 85, 16, 74, 8, 96
Elf 495: 98, 50, 45, 58, 67, 56, 16, 45, 69, 58
Elf 496: 85, 68, 97, 1, 68, 86, 91, 7, 97, 61
Elf 497: 4, 32, 37, 68, 29, 14, 94, 19, 76, 11
Elf 498: 38, 91, 16, 35, 16, 1, 81, 79, 3, 96
Elf 499: 29, 90, 14, 22, 1, 28, 33, 97, 84, 87
Elf 500: 85, 70, 73, 42, 46, 62, 29, 5, 89, 77
Elf 501: 87, 84, 62, 49, 68, 60, 61, 79, 13, 24
Elf 502: 47, 10, 5, 27, 8, 17, 71, 9, 77, 34
Elf 503: 67, 15, 35, 86, 93, 74, 54, 13, 83, 3
Elf 504: 16, 54, 77, 54, 15, 56, 71, 76, 51, 79
Elf 505: 24, 4, 38, 8, 97, 22, 45, 46, 62, 4
Elf 506: 80, 72, 60, 44, 9, 35, 1, 76, 53, 90
Elf 507: 71, 75, 86, 90, 71, 41, 30, 21, 63, 91
Elf 508: 19, 96, 59, 72, 19, 92, 19, 84, 12, 4
Elf 509: 37, 88, 49, 92, 41, 20, 53, 32, 65, 52
Elf 510: 87, 55, 46, 92, 75, 45, 38, 65, 62, 1
Elf 511: 42, 66, 10, 40, 86, 65, 43, 64, 28, 16
Elf 512: 19, 39, 52, 72, 13, 83, 45, 57, 73, 31
Elf 513: 37, 41, 55, 40, 87, 76, 41, 5, 53, 42
Elf 514: 29, 60, 95, 3, 66, 91, 93, 91, 19, 35
Elf 515: 14, 34, 41, 9, 74, 62, 3, 26, 64, 60
Elf 516: 92, 62, 8, 62, 6, 22, 19, 18, 70, 70
Elf 517: 63, 99, 27, 38, 91, 76, 23, 66, 20, 90
Elf 518: 93, 52, 1, 89, 45, 57, 74, 85, 35, 90
Elf 519: 70, 74, 15, 54, 11, 41, 97, 29, 60, 71
Elf 520: 98, 19, 10, 91, 30, 36, 69, 81, 80, 43
Elf 521: 37, 24, 35, 62, 45, 30, 83, 95, 24, 16
Elf 522: 88, 91, 93, 87, 93, 6, 99, 56, 25, 10
Elf 523: 7, 94, 15, 83, 80, 31, 80, 27, 75, 20
Elf 524: 14, 40, 44, 83, 46, 17, 28, 68, 83, 85
Elf 525: 41, 58, 31, 20, 10, 71, 28, 28, 64, 64
Elf 526: 75, 47, 57, 93, 66, 30, 17, 86, 26, 48
Elf 527: 77, 83, 86, 81, 11, 95, 59, 78, 46, 74
Elf 528: 61, 37, 47, 6, 52, 100, 20, 59, 45, 97
Elf 529: 49, 91, 59, 58, 69, 35, 40, 75, 68, 35
Elf 530: 34, 32, 23, 5, 92, 6, 56, 7, 20, 86
Elf 531: 74, 49, 12, 12, 8, 94, 65, 47, 16, 37
Elf 532: 45, 66, 45, 41, 47, 1, 14, 16, 69, 33
Elf 533: 81, 59, 76, 17, 38, 29, 32, 28, 55, 57
Elf 534: 48, 95, 24, 3, 78, 32, 45, 45, 4, 49
Elf 535: 16, 71, 84, 93, 89, 75, 53, 33, 43, 59
Elf 536: 17, 36, 1, 33, 17, 100, 94, 74, 21, 63
Elf 537: 31, 12, 11, 19, 93, 42, 5, 27, 11, 69
Elf 538: 76, 56, 20, 91, 37, 53, 67, 16, 1, 71
Elf 539: 72, 64, 93, 15, 81, 38, 2, 45, 19, 1
Elf 540: 46, 34, 32, 12, 50, 51, 97, 11, 62, 9
Elf 541: 60, 33, 94, 30, 56, 30, 77, 82, 48, 54
Elf 542: 23, 35, 34, 10, 49, 20, 49, 33, 32, 86
Elf 543: 30, 58, 13, 45, 57, 15, 10, 30, 27, 67
Elf 544: 21, 12, 99, 71, 76, 16, 46, 58, 8, 99
Elf 545: 90, 79, 18, 53, 71, 79, 64, 78, 1, 62
Elf 546: 48, 35, 39, 99, 53, 97, 37, 64, 21, 45
Elf 547: 94, 71, 15, 78, 29, 60, 76, 99, 4, 2
Elf 548: 88, 71, 36, 59, 52, 24, 83, 32, 99, 35
Elf 549: 64, 20, 92, 51, 42, 14, 53, 35, 77, 48
Elf 550: 60, 82, 72, 54, 87, 83, 62, 55, 94, 95
Elf 551: 84, 90, 87, 33, 36, 16, 50, 98, 1, 95
Elf 552: 68, 45, 5, 13, 49, 65, 25, 67, 62, 55
Elf 553: 38, 21, 21, 20, 92, 65, 19, 62, 29, 96
Elf 554: 31, 74, 100, 91, 11, 33, 17, 55, 66, 73
Elf 555: 61, 6, 56, 92, 21, 43, 42, 6, 18, 92
Elf 556: 94, 44, 100, 11, 26, 88, 12, 6, 34, 48
Elf 557: 70, 1, 67, 16, 17, 68, 44, 42, 86, 69
Elf 558: 30, 14, 40, 27, 86, 2, 58, 58, 89, 98
Elf 559: 95, 94, 24, 20, 13, 16, 55, 39, 20, 75
Elf 560: 85, 9, 33, 40, 80, 15, 8, 26, 34, 65
Elf 561: 65, 75, 28, 73, 68, 56, 95, 97, 35, 90
Elf 562: 66, 75, 51, 9, 3, 77, 65, 27, 16, 64
Elf 563: 4, 100, 42, 78, 12, 87, 27, 11, 25, 92
Elf 564: 37, 89, 1, 5, 13, 49, 51, 96, 38, 55
Elf 565: 87, 93, 30, 9, 32, 26, 98, 79, 53, 9
Elf 566: 88, 52, 55, 56, 91, 36, 21, 7, 95, 37
Elf 567: 72, 93, 55, 72, 37, 52, 30, 69, 31, 11
Elf 568: 39, 10, 27, 92, 61, 77, 29, 27, 19, 30
Elf 569: 22, 91, 44, 37, 86, 81, 12, 11, 84, 7
Elf 570: 100, 99, 96, 47, 52, 56, 76, 60, 34, 99
Elf 571: 10, 51, 13, 62, 23, 84, 76, 75, 27, 69
Elf 572: 100, 13, 90, 40, 21, 87, 15, 49, 69, 90
Elf 573: 49, 23, 20, 9, 18, 36, 10, 45, 86, 63
Elf 574: 72, 18, 99, 26, 80, 18, 43, 3, 71, 54
Elf 575: 27, 2, 52, 39, 37, 22, 68, 90, 26, 46
Elf 576: 87, 91, 5, 31, 31, 2, 3, 33, 29, 29
Elf 577: 16, 60, 29, 64, 56, 3, 76, 6, 77, 57
Elf 578: 21, 83, 44, 2, 8, 100, 89, 69, 32, 41
Elf 579: 36, 11, 87, 31, 73, 96, 29, 65, 37, 35
Elf 580: 69, 16, 22, 37, 95, 76, 43, 5, 28, 100
Elf 581: 69, 52, 87, 57, 52, 97, 97, 67, 37, 36
Elf 582: 90, 23, 99, 71, 80, 57, 77, 81, 64, 41
Elf 583: 82, 56, 2, 88, 20, 74, 9, 77, 16, 7
Elf 584: 52, 35, 42, 67, 97, 98, 40, 67, 51, 10
Elf 585: 97, 37, 21, 77, 41, 53, 87, 65, 41, 97
Elf 586: 68, 69, 97, 60, 3, 68, 69, 20, 67, 18
Elf 587: 27, 17, 91, 97, 69, 64, 42, 87, 100, 44
Elf 588: 84, 97, 49, 77, 56, 70, 72, 89, 92, 7
Elf 589: 11, 14, 39, 99, 47, 26, 19, 89, 84, 2
Elf 590: 55, 23, 23, 24, 61, 48, 32, 14, 54, 3
Elf 591: 67, 44, 45, 11, 56, 33, 67, 60, 25, 9
Elf 592: 47, 82, 40, 10, 46, 68, 79, 91, 43, 66
Elf 593: 43, 50, 41, 82, 10, 2, 32, 49, 74, 5
Elf 594: 94, 40, 90, 43, 86, 97, 49, 87, 100, 3
Elf 595: 20, 66, 46, 87, 96, 82, 47, 30, 43, 25
Elf 596: 77, 63, 16, 34, 8, 19, 43, 99, 82, 16
Elf 597: 21, 39, 26, 9, 92, 68, 20, 32, 92, 33
Elf 598: 93, 49, 49, 8, 79, 44, 25, 36, 74, 55
Elf 599: 55, 93, 27, 35, 65, 61, 56, 45, 36, 59
Elf 600: 36, 37, 51, 44, 68, 91, 34, 13, 7, 2
Elf 601: 81, 8, 8, 33, 77, 67, 54, 10, 84, 12
Elf 602: 35, 86, 13, 26, 51, 31, 70, 4, 17, 52
Elf 603: 44, 88, 25, 61, 18, 56, 93, 69, 34, 25
Elf 604: 79, 65, 49, 70, 64, 5, 21, 98, 9, 69
Elf 605: 28, 27, 61, 69, 8, 32, 77, 15, 90, 53
Elf 606: 76, 90, 89, 88, 93, 19, 21, 10, 47, 42
Elf 607: 62, 55, 61, 18, 79, 53, 74, 56, 91, 75
Elf 608: 62, 54, 78, 99, 90, 67, 80, 28, 46, 36
Elf 609: 3, 47, 57, 37, 55, 79, 8, 92, 67, 60
Elf 610: 50, 6, 7, 25, 77, 24, 33, 95, 47, 1
Elf 611: 52, 4, 69, 42, 86, 53, 38, 78, 55, 65
Elf 612: 81, 38, 59, 55, 2, 46, 51, 47, 20, 22
Elf 613: 39, 45, 54, 36, 57, 99, 15, 55, 13, 96
Elf 614: 39, 15, 48, 2, 87, 71, 35, 81, 44, 45
Elf 615: 66, 54, 61, 41, 58, 22, 26, 19, 30, 80
Elf 616: 14, 72, 80, 90, 87, 4, 15, 1, 59, 79
Elf 617: 57, 35, 70, 21, 68, 75, 81, 19, 68, 86
Elf 618: 3, 48, 14, 95, 78, 65, 64, 5, 72, 18
Elf 619: 88, 56, 33, 3, 4, 56, 21, 63, 70, 95
Elf 620: 1, 21, 35, 28, 1, 37, 2, 39, 7, 61
Elf 621: 27, 94, 22, 24, 26, 99, 86, 8, 67, 75
Elf 622: 13, 3, 59, 48, 95, 45, 93, 88, 13, 76
Elf 623: 17, 92, 46, 35, 78, 26, 36, 24, 100, 16
Elf 624: 25, 66, 29, 73, 53, 26, 33, 8, 89, 57
Elf 625: 37, 92, 34, 86, 49, 12, 40, 7, 98, 47
Elf 626: 55, 25, 5, 50, 100, 74, 30, 91, 97, 83
Elf 627: 88, 43, 52, 81, 24, 71, 30, 81, 53, 45
Elf 628: 24, 4, 98, 70, 50, 29, 98, 39, 62, 64
Elf 629: 33, 93, 44, 19, 70, 98, 46, 58, 25, 65
Elf 630: 68, 73, 54, 33, 37, 59, 4, 33, 1, 96
Elf 631: 86, 88, 77, 81, 63, 65, 46, 68, 23, 80
Elf 632: 57, 7, 97, 86, 33, 34, 7, 58, 13, 85
Elf 633: 24, 98, 64, 40, 58, 90, 45, 67, 3, 37
Elf 634: 62, 58, 55, 84, 57, 59, 45, 70, 20, 64
Elf 635: 49, 94, 66, 86, 26, 73, 49, 25, 72, 97
Elf 636: 16, 93, 90, 24, 91, 58, 58, 97, 89, 97
Elf 637: 66, 67, 69, 49, 7, 12, 64, 2, 36, 97
Elf 638: 82, 100, 91, 30, 6, 19, 27, 27, 38, 32
Elf 639: 69, 44, 94, 78, 86, 85, 56, 1, 48, 71
Elf 640: 76, 1, 94, 35, 33, 14, 79, 25, 14, 15
Elf 641: 90, 6, 74, 95, 3, 85, 81, 34, 7, 82
Elf 642: 93, 74, 82, 34, 77, 94, 50, 74, 61, 67
Elf 643: 71, 63, 35, 5, 93, 36, 88, 89, 14, 37
Elf 644: 86, 50, 29, 80, 68, 75, 19, 66, 60, 85
Elf 645: 40, 34, 48, 97, 61, 51, 29, 2, 68, 80
Elf 646: 84, 48, 29, 65, 2, 10, 41, 44, 37, 96
Elf 647: 54, 69, 2, 62, 26, 22, 94, 52, 4, 14
Elf 648: 42, 24, 99, 94, 18, 26, 99, 42, 92, 38
Elf 649: 57, 4, 85, 59, 98, 25, 82, 55, 87, 59
Elf 650: 89, 34, 91, 36, 56, 33, 40, 89, 56, 30
Elf 651: 95, 67, 93, 88, 18, 71, 24, 50, 8, 37
Elf 652: 100, 80, 95, 11, 12, 37, 23, 84, 53, 81
Elf 653: 87, 38, 3, 40, 28, 44, 64, 96, 21, 19
Elf 654: 16, 60, 63, 53, 55, 84, 23, 74, 55, 34
Elf 655: 64, 19, 97, 59, 35, 13, 43, 16, 65, 10
Elf 656: 61, 13, 47, 12, 34, 49, 22, 15, 57, 21
Elf 657: 97, 89, 64, 30, 42, 75, 58, 60, 81, 1
Elf 658: 4, 64, 9, 20, 27, 11, 52, 26, 86, 82
Elf 659: 46, 73, 80, 94, 56, 74, 29, 24, 96, 8
Elf 660: 9, 72, 11, 27, 29, 78, 77, 32, 95, 9
Elf 661: 23, 5, 96, 60, 15, 76, 80, 21, 5, 27
Elf 662: 95, 65, 83, 52, 85, 97, 33, 40, 36, 72
Elf 663: 82, 57, 1, 100, 66, 30, 43, 5, 42, 60
Elf 664: 61, 78, 50, 54, 95, 92, 33, 81, 15, 38
Elf 665: 15, 35, 74, 65, 73, 69, 11, 62, 55, 98
Elf 666: 9, 27, 41, 81, 91, 11, 85, 3, 62, 43
Elf 667: 40, 62, 62, 55, 37, 84, 17, 1, 49, 59
Elf 668: 73, 46, 94, 53, 10, 86, 26, 8, 16, 95
Elf 669: 84, 21, 30, 66, 58, 95, 16, 5, 86, 27
Elf 670: 25, 88, 82, 35, 44, 29, 14, 70, 27, 44
Elf 671: 63, 35, 70, 76, 80, 71, 29, 60, 34, 94
Elf 672: 99, 12, 19, 67, 39, 80, 8, 32, 71, 51
Elf 673: 26, 75, 5, 11, 74, 46, 12, 68, 75, 32
Elf 674: 89, 3, 43, 69, 71, 99, 29, 59, 20, 44
Elf 675: 73, 82, 62, 5, 95, 78, 95, 11, 5, 65
Elf 676: 91, 93, 83, 31, 71, 51, 19, 92, 89, 69
Elf 677: 24, 37, 61, 88, 100, 81, 80, 54, 37, 80
Elf 678: 51, 65, 37, 6, 73, 28, 53, 64, 6, 44
Elf 679: 18, 49, 95, 93, 68, 45, 56, 84, 36, 63
Elf 680: 5, 89, 21, 50, 5, 66, 8, 19, 100, 19
Elf 681: 10, 68, 23, 57, 32, 58, 97, 71, 59, 86
Elf 682: 75, 27, 97, 99, 45, 64, 49, 32, 16, 55
Elf 683: 25, 16, 42, 23, 98, 96, 89, 86, 37, 32
Elf 684: 4, 14, 30, 22, 68, 2, 41, 61, 72, 84
Elf 685: 61, 27, 28, 29, 26, 49, 58, 68, 60, 17
Elf 686: 43, 60, 89, 76, 72, 73, 45, 49, 89, 3
Elf 687: 82, 3, 36, 33, 6, 55, 84, 96, 61, 56
Elf 688: 25, 65, 48, 15, 21, 18, 9, 33, 99, 88
Elf 689: 83, 77, 3, 65, 28, 27, 98, 46, 3, 45
Elf 690: 83, 38, 95, 53, 35, 62, 95, 44, 50, 70
Elf 691: 56, 58, 76, 61, 90, 1, 24, 3, 8, 77
Elf 692: 42, 10, 35, 87, 37, 55, 70, 83, 76, 18
Elf 693: 40, 17, 82, 66, 52, 95, 43, 33, 75, 15
Elf 694: 69, 73, 10, 87, 48, 76, 98, 52, 15, 89
Elf 695: 43, 39, 90, 94, 52, 71, 54, 28, 7, 79
Elf 696: 15, 98, 2, 70, 59, 9, 52, 81, 62, 99
Elf 697: 100, 38, 5, 33, 86, 7, 58, 89, 42, 54
Elf 698: 82, 45, 99, 90, 93, 34, 51, 99, 83, 38
Elf 699: 71, 6, 8, 84, 6, 1, 50, 86, 46, 90
Elf 700: 11, 83, 4, 94, 57, 52, 22, 44, 1, 82
Elf 701: 96, 20, 34, 8, 37, 73, 45, 15, 79, 74
Elf 702: 94, 21, 30, 46, 46, 26, 42, 35, 100, 38
Elf 703: 30, 5, 41, 53, 61, 70, 68, 26, 84, 53
Elf 704: 80, 15, 42, 88, 71, 62, 49, 32, 59, 14
Elf 705: 23, 41, 13, 8, 63, 62, 58, 83, 24, 76
Elf 706: 37, 14, 88, 65, 77, 21, 61, 52, 71, 44
Elf 707: 54, 65, 45, 23, 58, 58, 5, 91, 20, 77
Elf 708: 86, 98, 93, 37, 92, 49, 73, 82, 98, 38
Elf 709: 14, 85, 16, 35, 83, 16, 31, 55, 30, 75
Elf 710: 29, 53, 87, 89, 99, 71, 35, 97, 84, 43
Elf 711: 3, 18, 74, 31, 26, 55, 25, 80, 41, 87
Elf 712: 81, 83, 28, 33, 91, 51, 51, 46, 32, 66
Elf 713: 91, 49, 28, 55, 58, 100, 35, 42, 24, 46
Elf 714: 60, 53, 78, 30, 77, 95, 42, 49, 98, 94
Elf 715: 75, 15, 17, 54, 85, 92, 5, 8, 31, 43
Elf 716: 2, 6, 92, 27, 32, 77, 87, 75, 16, 21
Elf 717: 14, 21, 1, 72, 51, 39, 72, 12, 95, 99
Elf 718: 22, 39, 20, 55, 37, 87, 9, 12, 71, 50
Elf 719: 73, 69, 62, 45, 81, 100, 30, 29, 28, 24
Elf 720: 60, 55, 38, 70, 38, 99, 94, 65, 53, 8
Elf 721: 36, 74, 75, 19, 4, 83, 10, 93, 25, 44
Elf 722: 53, 100, 31, 92, 72, 97, 28, 5, 49, 12
Elf 723: 34, 54, 45, 41, 73, 62, 6, 6, 22, 81
Elf 724: 33, 56, 13, 38, 6, 58, 88, 4, 27, 34
Elf 725: 61, 17, 1, 46, 7, 95, 6, 50, 27, 32
Elf 726: 77, 57, 26, 15, 10, 67, 2, 43, 73, 36
Elf 727: 44, 5, 47, 31, 53, 61, 48, 67, 27, 97
Elf 728: 77, 13, 70, 25, 1, 35, 52, 39, 65, 54
Elf 729: 48, 38, 57, 10, 58, 84, 61, 3, 42, 99
Elf 730: 42, 90, 57, 13, 60, 46, 78, 33, 97, 89
Elf 731: 20, 66, 88, 68, 30, 98, 21, 19, 59, 63
Elf 732: 83, 54, 94, 23, 93, 70, 34, 4, 77, 92
Elf 733: 34, 80, 82, 89, 77, 82, 3, 19, 94, 17
Elf 734: 67, 75, 95, 13, 11, 88, 70, 9, 33, 82
Elf 735: 27, 99, 84, 72, 1, 82, 36, 11, 92, 45
Elf 736: 41, 6, 7, 32, 80, 20, 55, 34, 66, 16
Elf 737: 53, 84, 84, 68, 86, 31, 7, 77, 13, 27
Elf 738: 41, 56, 65, 86, 70, 9, 49, 11, 1, 75
Elf 739: 29, 38, 86, 97, 33, 42, 81, 39, 36, 85
Elf 740: 70, 42, 1, 8, 4, 58, 80, 23, 73, 48
Elf 741: 4, 81, 44, 43, 22, 28, 47, 96, 9, 11
Elf 742: 36, 24, 69, 15, 14, 51, 43, 94, 21, 8
Elf 743: 46, 79, 75, 57, 9, 64, 47, 57, 57, 88
Elf 744: 64, 34, 14, 37, 43, 86, 8, 100, 72, 84
Elf 745: 71, 90, 33, 87, 44, 63, 58, 32, 24, 45
Elf 746: 34, 72, 91, 55, 53, 69, 49, 79, 40, 5
Elf 747: 18, 5, 5, 4, 9, 53, 57, 18, 24, 34
Elf 748: 5, 70, 42, 70, 44, 27, 21, 75, 54, 69
Elf 749: 93, 75, 28, 44, 86, 29, 14, 59, 24, 53
Elf 750: 54, 66, 82, 31, 18, 15, 57, 80, 85, 96
Elf 751: 75, 78, 43, 89, 18, 60, 61, 73, 35, 31
Elf 752: 57, 74, 26, 96, 83, 17, 19, 7, 58, 27
Elf 753: 52, 59, 74, 1, 43, 35, 13, 87, 22, 7
Elf 754: 85, 13, 33, 100, 59, 86, 4, 11, 85, 46
Elf 755: 51, 55, 59, 92, 95, 23, 28, 63, 22, 45
Elf 756: 12, 87, 21, 44, 23, 22, 3, 60, 69, 93
Elf 757: 66, 89, 9, 75, 47, 47, 22, 22, 66, 81
Elf 758: 18, 10, 11, 40, 60, 98, 1, 78, 60, 21
Elf 759: 26, 54, 81, 14, 53, 39, 58, 7, 18, 34
Elf 760: 79, 49, 81, 11, 87, 60, 98, 69, 85, 65
Elf 761: 12, 14, 8, 41, 5, 3, 49, 100, 78, 36
Elf 762: 25, 46, 96, 89, 6, 18, 26, 100, 41, 61
Elf 763: 11, 78, 4, 17, 40, 44, 9, 33, 19, 31
Elf 764: 62, 48, 3, 78, 21, 61, 6, 8, 22, 1
Elf 765: 94, 20, 20, 99, 58, 98, 87, 39, 74, 76
Elf 766: 70, 18, 18, 34, 16, 88, 99, 7, 42, 70
Elf 767: 66, 16, 35, 56, 12, 47, 62, 55, 55, 56
Elf 768: 45, 15, 95, 31, 5, 43, 49, 97, 12, 65
Elf 769: 77, 63, 80, 24, 94, 58, 19, 83, 82, 26
Elf 770: 7, 59, 9, 48, 42, 10, 11, 2, 34, 57
Elf 771: 79, 36, 16, 80, 58, 5, 75, 46, 6, 32
Elf 772: 47, 47, 22, 73, 91, 65, 66, 32, 75, 64
Elf 773: 72, 20, 80, 76, 95, 34, 74, 21, 30, 34
Elf 774: 30, 15, 77, 44, 67, 45, 81, 28, 36, 55
Elf 775: 58, 67, 13, 66, 51, 29, 92, 27, 20, 75
Elf 776: 42, 61, 21, 60, 47, 87, 33, 83, 2, 79
