Fuel: 3992029, plastic: 4710097, wood: 1419553
Fuel: 37103039, plastic: 18804991, wood: 37223461
Fuel: 1902414, plastic: 4213706, wood: 1135651
Fuel: 169360, plastic: 4381404, wood: 3885021
Fuel: 108018, plastic: 1219584, wood: 1933691
Fuel: 33743080, plastic: 18592074, wood: 38823657
Fuel: 17640607, plastic: 9581133, wood: 18359400
Fuel: 216699, plastic: 2573573, wood: 3071433
Fuel: 2009760, plastic: 1770514, wood: 4556795
Fuel: 17382006, plastic: 17740444, wood: 35260656
Fuel: 3879444, plastic: 2255303, wood: 1837955
Fuel: 1710636, plastic: 3451789, wood: 1218358
Fuel: 3601370, plastic: 1207909, wood: 3211085
Fuel: 17940358, plastic: 12012122, wood: 22725248
Fuel: 26288358, plastic: 20036826, wood: 42923118
Fuel: 3223334, plastic: 4836059, wood: 4958568
Fuel: 1559596, plastic: 2514544, wood: 3925497
Fuel: 30597129, plastic: 15917119, wood: 33066160
Fuel: 4697556, plastic: 4164658, wood: 2385822
Fuel: 3405261, plastic: 531930, wood: 4430961
Fuel: 13577220, plastic: 20085288, wood: 40823003
Fuel: 41604438, plastic: 23197476, wood: 46990531
Fuel: 4613599, plastic: 9706699, wood: 20730783
Fuel: 3520096, plastic: 4573957, wood: 2938437
Fuel: 17770235, plastic: 7550789, wood: 12158814
Fuel: 30840608, plastic: 24902244, wood: 51738560
Fuel: 26070283, plastic: 23487225, wood: 49705582
Fuel: 34756946, plastic: 23285172, wood: 48647583
Fuel: 17924964, plastic: 17002282, wood: 33858061
Fuel: 31384556, plastic: 15678436, wood: 33035098
Fuel: 4479453, plastic: 3776274, wood: 1823651
Fuel: 31426653, plastic: 23979317, wood: 50292170
Fuel: 13128416, plastic: 15165850, wood: 31106460
Fuel: 28420106, plastic: 19937436, wood: 41700788
Fuel: 1714954, plastic: 3992809, wood: 3992809
Fuel: 4315483, plastic: 2458712, wood: 3968281
Fuel: 20549793, plastic: 13549835, wood: 25434308
Fuel: 12834821, plastic: 7975449, wood: 13454944
Fuel: 9332983, plastic: 17160095, wood: 36221890
Fuel: 18968167, plastic: 19172313, wood: 40628953
Fuel: 34034451, plastic: 23595941, wood: 47293729
Fuel: 38199650, plastic: 23635176, wood: 48526881
Fuel: 271516, plastic: 4013287, wood: 4574132
Fuel: 8607504, plastic: 13395328, wood: 26445223
Fuel: 20169394, plastic: 7713954, wood: 16627090
Fuel: 4087087, plastic: 2531498, wood: 1
Fuel: 13784085, plastic: 14124081, wood: 27177732
Fuel: 4878583, plastic: 2588312, wood: 430300
Fuel: 25639711, plastic: 19435813, wood: 39354692
Fuel: 27405592, plastic: 18484212, wood: 38919988
Fuel: 17681312, plastic: 17634484, wood: 37146173
Fuel: 745553, plastic: 3268335, wood: 1859446
Fuel: 619561, plastic: 4661326, wood: 4708526
Fuel: 27289209, plastic: 24233531, wood: 50859803
Fuel: 4385829, plastic: 436427, wood: 4538522
Fuel: 20295455, plastic: 12677387, wood: 26308639
Fuel: 17325657, plastic: 19943163, wood: 42623035
Fuel: 19861046, plastic: 7909028, wood: 16484562
Fuel: 21429055, plastic: 14764433, wood: 32066419
Fuel: 36769285, plastic: 27583845, wood: 58256726
Fuel: 35858446, plastic: 22075094, wood: 46122038
Fuel: 4649190, plastic: 4961401, wood: 1039638
Fuel: 1529056, plastic: 2473169, wood: 4174640
Fuel: 2516058, plastic: 1611605, wood: 3128274
Fuel: 1479761, plastic: 4123573, wood: 3555566
Fuel: 991270, plastic: 4714142, wood: 4909176
Fuel: 7079799, plastic: 3679435, wood: 4138903
Fuel: 1484457, plastic: 4140313, wood: 2238309
Fuel: 8223978, plastic: 4473514, wood: 5682925
Fuel: 27043483, plastic: 15119599, wood: 29311867
Fuel: 4528502, plastic: 3791856, wood: 1215228
Fuel: 10442074, plastic: 17071794, wood: 33493849
Fuel: 3633785, plastic: 4803781, wood: 4783367
Fuel: 38160870, plastic: 18225760, wood: 36622964
Fuel: 3361953, plastic: 4250540, wood: 1437719
Fuel: 37819950, plastic: 21827690, wood: 45920080
Fuel: 18771589, plastic: 20678931, wood: 43018442
Fuel: 34307697, plastic: 15397005, wood: 32355489
Fuel: 2516952, plastic: 2926218, wood: 4065028
Fuel: 27716943, plastic: 24934589, wood: 51451542
Fuel: 9085095, plastic: 9441795, wood: 18737283
Fuel: 1680883, plastic: 2544368, wood: 302915
Fuel: 821320, plastic: 1880240, wood: 1676505
Fuel: 2516785, plastic: 323585, wood: 2010634
Fuel: 29840863, plastic: 19235305, wood: 41782317
Fuel: 11088223, plastic: 10466333, wood: 18816701
Fuel: 1103121, plastic: 1034157, wood: 4533546
Fuel: 34745210, plastic: 17756364, wood: 34943028
Fuel: 39388731, plastic: 23388785, wood: 49652481
Fuel: 29090775, plastic: 19423475, wood: 39042477
Fuel: 1482321, plastic: 778538, wood: 3654002
Fuel: 20983578, plastic: 9596810, wood: 19441314
Fuel: 736685, plastic: 3091899, wood: 1701105
Fuel: 28793399, plastic: 16441521, wood: 32129787
Fuel: 30746060, plastic: 15824910, wood: 33430852
Fuel: 3573193, plastic: 1594559, wood: 1009853
Fuel: 25024854, plastic: 16285086, wood: 31533223
Fuel: 29317984, plastic: 21853270, wood: 45954711
Fuel: 23658220, plastic: 23644312, wood: 48410637
Fuel: 32359033, plastic: 16767101, wood: 34779640
Fuel: 4598060, plastic: 703947, wood: 1353042
Fuel: 8814204, plastic: 5835796, wood: 9745612
Fuel: 16695855, plastic: 11159563, wood: 22743387
Fuel: 3580976, plastic: 4088055, wood: 2399247
Fuel: 24118986, plastic: 21277356, wood: 42846170
Fuel: 9695591, plastic: 10446429, wood: 22144940
Fuel: 2313066, plastic: 533076, wood: 4785729
Fuel: 11171470, plastic: 12437428, wood: 24561176
Fuel: 19697769, plastic: 16156051, wood: 32597928
Fuel: 3705051, plastic: 2878222, wood: 1630895
Fuel: 16837775, plastic: 6307551, wood: 13704668
Fuel: 13907940, plastic: 13029566, wood: 27942492
Fuel: 43820304, plastic: 23494772, wood: 48298696
Fuel: 3206237, plastic: 1991383, wood: 249234
Fuel: 19154652, plastic: 21479428, wood: 45330238
Fuel: 3461675, plastic: 4207133, wood: 1136005
Fuel: 33574310, plastic: 12599916, wood: 27759203
Fuel: 12597594, plastic: 5523466, wood: 8992255
Fuel: 17840998, plastic: 9661040, wood: 19941577
Fuel: 3441706, plastic: 804220, wood: 2079926
Fuel: 16134995, plastic: 9586365, wood: 17305466
Fuel: 4798455, plastic: 4999101, wood: 3396661
Fuel: 33754305, plastic: 21884063, wood: 46868432
Fuel: 1022907, plastic: 547546, wood: 3220853
Fuel: 633508, plastic: 3312880, wood: 3682889
Fuel: 38413278, plastic: 22826248, wood: 46083918
Fuel: 19163511, plastic: 16661443, wood: 34360652
Fuel: 4931006, plastic: 3818189, wood: 1520469
Fuel: 649687, plastic: 4260723, wood: 406382
Fuel: 3065336, plastic: 3911486, wood: 1364555
Fuel: 22571693, plastic: 18000767, wood: 39408181
Fuel: 10856817, plastic: 7468459, wood: 14313318
Fuel: 2065759, plastic: 3392560, wood: 2360849
Fuel: 19094864, plastic: 14044094, wood: 28976366
Fuel: 3441914, plastic: 2186013, wood: 3813050
Fuel: 13980592, plastic: 10781988, wood: 22821732
Fuel: 4738918, plastic: 2874393, wood: 857610
Fuel: 17755370, plastic: 14224434, wood: 29383388
Fuel: 218935, plastic: 3493592, wood: 4431149
Fuel: 3135151, plastic: 3961398, wood: 1362825
Fuel: 29452033, plastic: 13895545, wood: 28106320
Fuel: 25780682, plastic: 21451508, wood: 44261646
Fuel: 32568026, plastic: 22429242, wood: 47342845
Fuel: 3506966, plastic: 1273062, wood: 375203
Fuel: 19603935, plastic: 7663537, wood: 14394799
Fuel: 9543052, plastic: 10050256, wood: 20552951
Fuel: 35282445, plastic: 14997575, wood: 32573280
Fuel: 26469981, plastic: 20053127, wood: 40040838
Fuel: 2342778, plastic: 3207371, wood: 2626988
Fuel: 502649, plastic: 2485572, wood: 3023368
Fuel: 326539, plastic: 2209068, wood: 4255023
Fuel: 2587460, plastic: 1425968, wood: 3511987
Fuel: 3415948, plastic: 2588393, wood: 4110977
Fuel: 22913980, plastic: 15527934, wood: 32120551
Fuel: 27444371, plastic: 21013873, wood: 43625573
Fuel: 3569630, plastic: 1984682, wood: 2777802
Fuel: 28963694, plastic: 18546104, wood: 39865302
Fuel: 34758490, plastic: 21459302, wood: 44152288
Fuel: 43836867, plastic: 25099979, wood: 52128561
Fuel: 2643021, plastic: 287296, wood: 2856904
Fuel: 34737174, plastic: 23162430, wood: 50366056
Fuel: 11475915, plastic: 15342451, wood: 30999395
Fuel: 3489511, plastic: 159781, wood: 4280324
Fuel: 444445, plastic: 68129, wood: 4088148
Fuel: 2450846, plastic: 1933806, wood: 2853765
Fuel: 27332471, plastic: 17353965, wood: 35293123
Fuel: 1601077, plastic: 1427188, wood: 947583
Fuel: 3171990, plastic: 4126199, wood: 3541648
Fuel: 3768209, plastic: 4697385, wood: 4921451
Fuel: 165835, plastic: 1821362, wood: 3389341
Fuel: 2115427, plastic: 4282036, wood: 1716983
Fuel: 20922574, plastic: 14706976, wood: 29107921
Fuel: 7920704, plastic: 11955584, wood: 25484463
Fuel: 1216322, plastic: 1142072, wood: 4662635
Fuel: 1411636, plastic: 3813258, wood: 2884021
Fuel: 38868694, plastic: 23798148, wood: 50171211
Fuel: 193416, plastic: 1562536, wood: 4786169
Fuel: 27567560, plastic: 18813138, wood: 39305315
Fuel: 28047712, plastic: 12775682, wood: 25910550
Fuel: 21486775, plastic: 19870357, wood: 43271770
Fuel: 31334196, plastic: 25398282, wood: 51932439
Fuel: 37671384, plastic: 21796166, wood: 44995075
Fuel: 2484354, plastic: 4392742, wood: 9090230
Fuel: 10362803, plastic: 6204013, wood: 12788309
Fuel: 8070144, plastic: 16563260, wood: 35881117
Fuel: 2023119, plastic: 182613, wood: 1471848
Fuel: 422393, plastic: 1909684, wood: 1467666
Fuel: 28191093, plastic: 16194723, wood: 34046595
Fuel: 1776979, plastic: 4643324, wood: 1191671
Fuel: 15487962, plastic: 13817578, wood: 27961662
Fuel: 755162, plastic: 1783861, wood: 2448822
Fuel: 854531, plastic: 878173, wood: 2007789
Fuel: 10432028, plastic: 15800812, wood: 34330594
Fuel: 35918722, plastic: 24216712, wood: 52590365
Fuel: 3504669, plastic: 1842902, wood: 2229200
Fuel: 1777632, plastic: 3686407, wood: 1448130
Fuel: 34608517, plastic: 20360121, wood: 43990432
Fuel: 4765304, plastic: 2883378, wood: 3225287
Fuel: 29121442, plastic: 16919124, wood: 35582519
Fuel: 2144077, plastic: 3063065, wood: 3469616
Fuel: 11073591, plastic: 15114711, wood: 28640838
Fuel: 4831518, plastic: 3697259, wood: 908237
Fuel: 22292647, plastic: 11325299, wood: 22478248
Fuel: 1176835, plastic: 1988212, wood: 1590793
Fuel: 13362763, plastic: 16771363, wood: 32168340
Fuel: 11147132, plastic: 6859194, wood: 11897343
Fuel: 31545115, plastic: 15955837, wood: 31594714
Fuel: 4746878, plastic: 1147806, wood: 755576
Fuel: 13770014, plastic: 19133726, wood: 40820987
Fuel: 3314210, plastic: 825039, wood: 1462550
Fuel: 26654271, plastic: 20265263, wood: 42261415
Fuel: 3801868, plastic: 4665803, wood: 4684059
Fuel: 36687842, plastic: 16366724, wood: 34249631
Fuel: 7126454, plastic: 8098844, wood: 13929324
Fuel: 610242, plastic: 2655304, wood: 1734840
Fuel: 1206004, plastic: 2095305, wood: 376317
Fuel: 2934862, plastic: 2347199, wood: 1002896
Fuel: 34223091, plastic: 26691979, wood: 56366197
Fuel: 32304422, plastic: 26399856, wood: 55055292
Fuel: 4807220, plastic: 4069891, wood: 578671
Fuel: 23907825, plastic: 20268041, wood: 41217478
Fuel: 2187096, plastic: 3971156, wood: 4965740
Fuel: 2280135, plastic: 3191519, wood: 4440592
Fuel: 31400911, plastic: 20488467, wood: 42512528
Fuel: 1909776, plastic: 3396675, wood: 4171417
Fuel: 2666832, plastic: 3650977, wood: 3442933
Fuel: 27803850, plastic: 19094712, wood: 38529722
Fuel: 41940444, plastic: 27210158, wood: 55877406
Fuel: 3996159, plastic: 995144, wood: 3818000
Fuel: 15628693, plastic: 14332431, wood: 30504680
Fuel: 18975693, plastic: 15022683, wood: 29639797
Fuel: 35558520, plastic: 24917144, wood: 54076101
Fuel: 11598562, plastic: 5154308, wood: 7608106
Fuel: 3833631, plastic: 4816980, wood: 4203751
Fuel: 1605846, plastic: 3877878, wood: 2458086
Fuel: 2741056, plastic: 50141, wood: 1268334
Fuel: 2603846, plastic: 4362861, wood: 603712
Fuel: 4776924, plastic: 2806509, wood: 2708307
Fuel: 13465642, plastic: 5724898, wood: 12693231
Fuel: 4197163, plastic: 3188212, wood: 634977
Fuel: 35230501, plastic: 14445529, wood: 29615771
Fuel: 1364331, plastic: 2018267, wood: 2188067
Fuel: 3478478, plastic: 2256441, wood: 4676674
Fuel: 43359496, plastic: 26621542, wood: 54881849
Fuel: 15140733, plastic: 8559943, wood: 17539198
Fuel: 2395413, plastic: 1906806, wood: 3490575
Fuel: 18529841, plastic: 20651517, wood: 45150252
Fuel: 427531, plastic: 1210021, wood: 2540613
Fuel: 2368623, plastic: 2884348, wood: 2619623
Fuel: 42728867, plastic: 28044575, wood: 60963819
Fuel: 14021297, plastic: 14762523, wood: 30534405
Fuel: 1011997, plastic: 1455741, wood: 59440
Fuel: 4216110, plastic: 4778618, wood: 537957
Fuel: 1308679, plastic: 3020795, wood: 3108497
Fuel: 2874438, plastic: 1923553, wood: 124264
Fuel: 10145792, plastic: 11891850, wood: 23875051
Fuel: 27508409, plastic: 17911851, wood: 35623615
Fuel: 4518425, plastic: 2809080, wood: 2534009
Fuel: 1188484, plastic: 3066805, wood: 4297549
Fuel: 27838702, plastic: 11072102, wood: 24212523
Fuel: 6477545, plastic: 3714261, wood: 6046061
Fuel: 36529682, plastic: 26140122, wood: 54769806
Fuel: 23377000, plastic: 18742940, wood: 39677069
Fuel: 37837708, plastic: 14171234, wood: 29566977
Fuel: 23622775, plastic: 22444179, wood: 45234693
Fuel: 15977338, plastic: 19242762, wood: 41991154
Fuel: 28288783, plastic: 22788739, wood: 47604830
Fuel: 3960423, plastic: 3986614, wood: 3819865
Fuel: 35758094, plastic: 15795388, wood: 32847422
Fuel: 3855624, plastic: 1211739, wood: 1043001
Fuel: 10348741, plastic: 12287103, wood: 26301059
Fuel: 928072, plastic: 2637229, wood: 3184422
Fuel: 28558993, plastic: 24409549, wood: 49172003
Fuel: 3133451, plastic: 215175, wood: 2842788
Fuel: 23525626, plastic: 10048142, wood: 21791229
Fuel: 10156380, plastic: 17937858, wood: 36626776
Fuel: 34037706, plastic: 22056782, wood: 48237705
Fuel: 23981026, plastic: 20717442, wood: 41379429
Fuel: 9502214, plastic: 15986094, wood: 32872464
Fuel: 2402604, plastic: 2057785, wood: 110038
Fuel: 3395143, plastic: 486155, wood: 4321743
Fuel: 2981871, plastic: 2587693, wood: 2550416
Fuel: 36869042, plastic: 22126798, wood: 45979017
Fuel: 37436860, plastic: 27547212, wood: 60447894
Fuel: 1226700, plastic: 1008817, wood: 4574856
Fuel: 14133417, plastic: 9932639, wood: 18931975
Fuel: 4287812, plastic: 377456, wood: 4452462
Fuel: 2016189, plastic: 1923047, wood: 760928
Fuel: 17503013, plastic: 17915777, wood: 36732936
Fuel: 10759456, plastic: 14292448, wood: 29681721
Fuel: 11358399, plastic: 13148995, wood: 24342333
Fuel: 30279081, plastic: 19663697, wood: 43056689
Fuel: 26373787, plastic: 12589473, wood: 25419530
Fuel: 12510129, plastic: 19239597, wood: 37627156
Fuel: 30632596, plastic: 11002522, wood: 23813666
Fuel: 10036199, plastic: 10004499, wood: 21766162
Fuel: 34532550, plastic: 19730296, wood: 40770669
Fuel: 3392018, plastic: 4676007, wood: 961366
Fuel: 15073131, plastic: 6862115, wood: 11052359
Fuel: 40251448, plastic: 19407522, wood: 40822972
Fuel: 38430642, plastic: 26739076, wood: 57493971
Fuel: 3617375, plastic: 4383497, wood: 154476
Fuel: 24175644, plastic: 16575234, wood: 35973847
Fuel: 24451355, plastic: 23689745, wood: 49061093
Fuel: 2976624, plastic: 134141, wood: 4820403
Fuel: 23733737, plastic: 21605857, wood: 42757987
Fuel: 17852406, plastic: 13924474, wood: 28289662
Fuel: 12286339, plastic: 4496737, wood: 9933034
Fuel: 4100375, plastic: 2581355, wood: 2915378
Fuel: 35365651, plastic: 26974971, wood: 58664334
Fuel: 14645058, plastic: 14232660, wood: 27100417
Fuel: 7197048, plastic: 5502342, wood: 9103044
Fuel: 3185399, plastic: 978535, wood: 4428598
Fuel: 26603869, plastic: 20330825, wood: 42872786
Fuel: 14663311, plastic: 8044953, wood: 16491967
Fuel: 17675049, plastic: 16112093, wood: 35095908
Fuel: 37315173, plastic: 14824301, wood: 28734054
Fuel: 36322654, plastic: 15124356, wood: 31356748
Fuel: 56207, plastic: 2321395, wood: 2117905
Fuel: 8748544, plastic: 9991328, wood: 21657069
Fuel: 32992248, plastic: 16164156, wood: 35260140
Fuel: 34117907, plastic: 14051117, wood: 30337567
Fuel: 26187014, plastic: 19129718, wood: 37726348
Fuel: 20852811, plastic: 15097571, wood: 29964162
Fuel: 1117352, plastic: 2027172, wood: 3134927
Fuel: 23652403, plastic: 8573239, wood: 19017476
Fuel: 17205739, plastic: 20524531, wood: 44737979
Fuel: 3753234, plastic: 2738405, wood: 1392583
Fuel: 2732563, plastic: 1776352, wood: 4671173
Fuel: 40589061, plastic: 28366981, wood: 60718120
Fuel: 16398537, plastic: 21179825, wood: 42000771
Fuel: 3687674, plastic: 980764, wood: 973724
Fuel: 2726932, plastic: 2626940, wood: 3139747
Fuel: 5716730, plastic: 10823304, wood: 22318132
Fuel: 31777380, plastic: 13938138, wood: 30393188
Fuel: 2854624, plastic: 448092, wood: 188480
Fuel: 2217681, plastic: 2853960, wood: 2349798
Fuel: 22963992, plastic: 14143904, wood: 30639156
Fuel: 39282329, plastic: 28279255, wood: 59280664
Fuel: 31447102, plastic: 21593432, wood: 45150767
Fuel: 3055685, plastic: 4594431, wood: 1699643
Fuel: 1785313, plastic: 4776610, wood: 888265
Fuel: 4455420, plastic: 2591932, wood: 2640219
Fuel: 28485094, plastic: 12845554, wood: 26008738
Fuel: 4211707, plastic: 2242760, wood: 3783813
Fuel: 14836950, plastic: 16412372, wood: 31428343
Fuel: 2677836, plastic: 40880, wood: 4576138
Fuel: 26490269, plastic: 22275779, wood: 46548508
Fuel: 2566713, plastic: 23001, wood: 1773651
Fuel: 4650570, plastic: 1007892, wood: 4100869
Fuel: 40592624, plastic: 26619476, wood: 55276423
Fuel: 9522761, plastic: 5761023, wood: 9447563
Fuel: 1628797, plastic: 1555667, wood: 1293651
Fuel: 34546397, plastic: 26637523, wood: 56501123
Fuel: 35536463, plastic: 24554629, wood: 52020789
Fuel: 34520728, plastic: 16716686, wood: 32580105
Fuel: 16269248, plastic: 13661628, wood: 26333995
Fuel: 25153137, plastic: 9068705, wood: 19937283
Fuel: 2045111, plastic: 4372852, wood: 4649982
Fuel: 25792836, plastic: 23730922, wood: 47409193
Fuel: 1467921, plastic: 1659971, wood: 615776
Fuel: 12937060, plastic: 9798612, wood: 19318744
Fuel: 4392585, plastic: 2089502, wood: 472758
Fuel: 14414970, plastic: 6015672, wood: 13159724
Fuel: 25771953, plastic: 9791809, wood: 20549610
Fuel: 4108825, plastic: 2601589, wood: 1850367
Fuel: 2537039, plastic: 267280, wood: 1595491
Fuel: 35877956, plastic: 24778780, wood: 52975539
Fuel: 9540594, plastic: 5877646, wood: 12505450
Fuel: 208833, plastic: 1969886, wood: 2697773
Fuel: 2367994, plastic: 4206294, wood: 3069695
Fuel: 40876944, plastic: 27461486, wood: 58019638
Fuel: 34228453, plastic: 13030015, wood: 28152732
Fuel: 22519532, plastic: 17128010, wood: 37476165
Fuel: 3049018, plastic: 2187148, wood: 3701573
Fuel: 25648457, plastic: 21616627, wood: 46700099
Fuel: 1096734, plastic: 3340871, wood: 4938457
Fuel: 3711033, plastic: 3509297, wood: 230253
Fuel: 30849973, plastic: 13469585, wood: 28226163
Fuel: 3940815, plastic: 3656096, wood: 2011682
Fuel: 29830814, plastic: 17340012, wood: 37095314
Fuel: 4562423, plastic: 4082312, wood: 4058381
Fuel: 37804726, plastic: 26486622, wood: 56150431
Fuel: 39343815, plastic: 23454923, wood: 47598203
Fuel: 26462229, plastic: 24277085, wood: 49259045
Fuel: 34202962, plastic: 23772392, wood: 49118697
Fuel: 22892424, plastic: 10259802, wood: 18724237
Fuel: 41411558, plastic: 22954344, wood: 48111889
Fuel: 19182142, plastic: 12266778, wood: 23288370
Fuel: 1656789, plastic: 4691268, wood: 3723400
Fuel: 1397979, plastic: 2836596, wood: 2032138
Fuel: 5203480, plastic: 5246988, wood: 8750806
Fuel: 14617449, plastic: 10751739, wood: 22496067
Fuel: 41132586, plastic: 19662336, wood: 39400003
Fuel: 2629921, plastic: 71189, wood: 4315390
Fuel: 1080078, plastic: 4318575, wood: 1712139
Fuel: 849548, plastic: 4568895, wood: 1517546
Fuel: 1447366, plastic: 1286392, wood: 3657775
Fuel: 24992206, plastic: 19362614, wood: 41871776
Fuel: 34836296, plastic: 22544370, wood: 45120582
Fuel: 34013890, plastic: 23336212, wood: 49278653
Fuel: 39447691, plastic: 16840119, wood: 32816479
Fuel: 11994302, plastic: 15346354, wood: 31668441
Fuel: 34746624, plastic: 13037682, wood: 26961520
Fuel: 15205663, plastic: 17964999, wood: 35166745
Fuel: 4312462, plastic: 497498, wood: 171530
Fuel: 2650361, plastic: 1843911, wood: 1597185
Fuel: 32052605, plastic: 11890907, wood: 26065994
Fuel: 3510607, plastic: 4022647, wood: 2380436
Fuel: 3608889, plastic: 1944198, wood: 3343533
Fuel: 2761626, plastic: 2266832, wood: 3506157
Fuel: 968195, plastic: 1995735, wood: 908184
Fuel: 8768356, plastic: 13428394, wood: 26544307
Fuel: 33444302, plastic: 24888556, wood: 50151344
Fuel: 4538410, plastic: 2495488, wood: 1321771
Fuel: 34288415, plastic: 25049755, wood: 53513940
Fuel: 1029498, plastic: 4221005, wood: 3396211
Fuel: 4512750, plastic: 1384112, wood: 3077252
Fuel: 19018582, plastic: 17381526, wood: 35321964
Fuel: 29140491, plastic: 25763997, wood: 52013470
Fuel: 34368480, plastic: 13395362, wood: 26869610
Fuel: 23726990, plastic: 20653892, wood: 43183599
Fuel: 19604944, plastic: 20926464, wood: 43163661
Fuel: 3223493, plastic: 2130873, wood: 4860845
Fuel: 20522244, plastic: 16721002, wood: 34243878
Fuel: 26240931, plastic: 15354407, wood: 30248326
Fuel: 25099245, plastic: 20814935, wood: 45323248
Fuel: 25176190, plastic: 20253696, wood: 43671739
Fuel: 8500410, plastic: 9317850, wood: 18941605
Fuel: 1340637, plastic: 2904052, wood: 4417806
Fuel: 4930628, plastic: 375720, wood: 2135713
Fuel: 1360747, plastic: 4342565, wood: 826758
Fuel: 22111737, plastic: 15191255, wood: 28925264
Fuel: 38496457, plastic: 21925677, wood: 44068911
Fuel: 23629754, plastic: 13568316, wood: 26328119
Fuel: 3823738, plastic: 4512678, wood: 9800195
Fuel: 4190118, plastic: 3827597, wood: 3104584
Fuel: 37897242, plastic: 24848154, wood: 53357788
Fuel: 1038417, plastic: 79987, wood: 3627180
Fuel: 2778476, plastic: 2012152, wood: 2470829
Fuel: 1755928, plastic: 4189486, wood: 3737167
Fuel: 44955471, plastic: 24406925, wood: 49721310
Fuel: 1962269, plastic: 3079228, wood: 4720998
Fuel: 40199854, plastic: 26812600, wood: 56614513
Fuel: 19491682, plastic: 13293182, wood: 28988136
Fuel: 22858005, plastic: 8970399, wood: 17607105
Fuel: 36819212, plastic: 20418784, wood: 41635070
Fuel: 20397773, plastic: 18586921, wood: 39150170
Fuel: 1969992, plastic: 4341501, wood: 175446
Fuel: 1106799, plastic: 4677566, wood: 2114457
Fuel: 36142893, plastic: 19064811, wood: 39210633
Fuel: 1483129, plastic: 4675281, wood: 1351009
Fuel: 19573291, plastic: 10998825, wood: 23859784
Fuel: 4314798, plastic: 513312, wood: 3505448
Fuel: 35554867, plastic: 16345297, wood: 31828109
Fuel: 29232169, plastic: 22172517, wood: 48360123
Fuel: 1590276, plastic: 4842644, wood: 4249682
Fuel: 27091168, plastic: 21633218, wood: 44212371
Fuel: 39933981, plastic: 28795387, wood: 59383784
Fuel: 21518015, plastic: 12672771, wood: 26239998
Fuel: 300623, plastic: 1322916, wood: 643770
Fuel: 1023617, plastic: 754357, wood: 726905
Fuel: 1947302, plastic: 545097, wood: 563572
Fuel: 1416991, plastic: 234011, wood: 4416575
Fuel: 20483619, plastic: 15121915, wood: 29120390
Fuel: 17869009, plastic: 18975767, wood: 38803843
Fuel: 32087664, plastic: 16176330, wood: 32517413
Fuel: 27601135, plastic: 24005809, wood: 48811527
Fuel: 34118834, plastic: 16543320, wood: 32343612
Fuel: 13281096, plastic: 12226360, wood: 25693183
Fuel: 1090520, plastic: 4751547, wood: 3636226
Fuel: 17034535, plastic: 7239321, wood: 14709262
Fuel: 2211653, plastic: 4052431, wood: 2937612
Fuel: 901530, plastic: 1539376, wood: 1098503
Fuel: 2043039, plastic: 4939461, wood: 1803299
Fuel: 27105126, plastic: 10267836, wood: 20438574
Fuel: 4969772, plastic: 761925, wood: 1138067
Fuel: 2369215, plastic: 2080202, wood: 1903326
Fuel: 342688, plastic: 4288533, wood: 3949292
Fuel: 2511839, plastic: 4239447, wood: 3336298
Fuel: 42415215, plastic: 26430539, wood: 54920065
Fuel: 4873860, plastic: 5931954, wood: 10807080
Fuel: 21958167, plastic: 21308541, wood: 42625249
Fuel: 10403657, plastic: 9387091, wood: 16970482
Fuel: 39408858, plastic: 24914342, wood: 54028497
Fuel: 26877354, plastic: 10376824, wood: 21381699
Fuel: 2118447, plastic: 4977376, wood: 2230881
Fuel: 38559396, plastic: 26172616, wood: 53955638
Fuel: 2713246, plastic: 3442733, wood: 3853718
Fuel: 1061095, plastic: 3891712, wood: 2970949
Fuel: 9470620, plastic: 10491152, wood: 20484350
Fuel: 4434018, plastic: 4586625, wood: 3020896
Fuel: 42898363, plastic: 20250337, wood: 40403491
Fuel: 4002789, plastic: 696768, wood: 1141967
Fuel: 29785036, plastic: 12172216, wood: 26049966
Fuel: 34993653, plastic: 26978479, wood: 55917897
Fuel: 4964805, plastic: 2161061, wood: 892000
Fuel: 1017475, plastic: 4025311, wood: 3719059
Fuel: 9606668, plastic: 5338810, wood: 8414241
Fuel: 1804161, plastic: 455113, wood: 1971828
Fuel: 37246557, plastic: 22477453, wood: 48700063
Fuel: 1658584, plastic: 836412, wood: 3969829
Fuel: 4723482, plastic: 2214942, wood: 1840403
Fuel: 14107178, plastic: 18930002, wood: 36982584
Fuel: 43653295, plastic: 28713299, wood: 60170881
Fuel: 23220657, plastic: 22919485, wood: 47710789
Fuel: 32800559, plastic: 15464043, wood: 32946715
Fuel: 14262257, plastic: 6189957, wood: 13570775
Fuel: 340062, plastic: 2680223, wood: 1698919
Fuel: 12026792, plastic: 10251326, wood: 21610281
Fuel: 1530354, plastic: 2733672, wood: 4590417
Fuel: 19624358, plastic: 14079796, wood: 29589693
Fuel: 24763076, plastic: 14317452, wood: 30161182
Fuel: 17857783, plastic: 19477717, wood: 40221245
Fuel: 42103205, plastic: 25952493, wood: 53348188
Fuel: 4497182, plastic: 2913365, wood: 3420957
Fuel: 4043214, plastic: 2154849, wood: 854163
Fuel: 29930400, plastic: 13000244, wood: 24753826
Fuel: 2907773, plastic: 3049938, wood: 4420154
Fuel: 1366728, plastic: 4347888, wood: 2062636
Fuel: 9101637, plastic: 16020429, wood: 34685557
Fuel: 22549894, plastic: 12179092, wood: 25305180
